	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.4-k141_179992_2-1..118	Tub.4	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	k141_179992_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.30417979	50.8	118	117	1.11e-33	1	NA
Tub.4-k141_179992_2-1..118	Tub.4	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	k141_179992_2	aminoglycoside	undefined	0.30134027	50.8	118	117	1.11e-33	1	NA
Tub.94-k141_311696_1-1..277	Tub.94	Potential	BACA	1	277	k141_311696_1	peptide	undefined	0.273015893	50.2	279	250	1.86e-83	1	NA
Tub.94-k141_311696_1-1..277	Tub.94	Potential_loser	BACA	1	277	k141_311696_1	multidrug	undefined	0.225436924	50.2	279	250	1.86e-83	1	NA
Tub.4-k141_142325_2-10..151	Tub.4	Probable	AAC(3)-I	10	151	k141_142325_2	aminoglycoside	AJ511268.1.gene3.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999999964	61.7	149	167	3.03e-54	1	NA
Tub.64-k141_44661_1-33..362	Tub.64	Probable	EFRB	33	362	k141_44661_1	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.858829418	50	330	316	4.54e-103	1	NA
Tub.64-k141_44661_1-33..362	Tub.64	Potential_loser	EFRB	33	362	k141_44661_1	aminoglycoside	undefined	0.073815627	50	330	316	4.54e-103	1	NA
Tub.82-k141_518705_8-1..276	Tub.82	Probable	BACA	1	276	k141_518705_8	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.985038885	69.7	277	384	5.02e-136	1	NA
Tub.104-k141_596244_3-1..217	Tub.104	Probable	VANR	1	217	k141_596244_3	glycopeptide	gi:974603856:ref:WP_059193686.1:|FEATURES|vanR|glycopeptide|vanR	0.999955075	53	217	209	9.05e-69	1	NA
Tub.104-k141_369703_2-1..109	Tub.104	Potential	RBPA	1	109	k141_369703_2	peptide	undefined	0.259742341	59.1	110	138	4.67e-44	1	NA
Tub.104-k141_369703_2-1..109	Tub.104	Potential_loser	RBPA	1	109	k141_369703_2	multidrug	undefined	0.225939659	59.1	110	138	4.67e-44	1	NA
Tub.58-k141_637775_2-1..278	Tub.58	Potential	BACA	1	278	k141_637775_2	peptide	undefined	0.272089097	52.8	282	261	4.62e-88	1	NA
Tub.58-k141_637775_2-1..278	Tub.58	Potential_loser	BACA	1	278	k141_637775_2	multidrug	undefined	0.22464324	52.8	282	261	4.62e-88	1	NA
Tub.30-k141_424037_2-1..134	Tub.30	Probable	GOLS	1	134	k141_424037_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.995014475	54.5	134	134	8.15e-42	1	NA
Tub.1-k141_130958_1-1..104	Tub.1	Potential	ABES	1	104	k141_130958_1	aminoglycoside	undefined	0.391141888	50	104	101	9.25e-30	1	NA
Tub.1-k141_130958_1-1..104	Tub.1	Potential_loser	ABES	1	104	k141_130958_1	multidrug	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.309766934	50	104	101	9.25e-30	1	NA
Tub.85-k141_51461_2-1..163	Tub.85	Potential	CAMP-REGULATORY_PROTEIN	1	163	k141_51461_2	unclassified	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.385763651	50	168	174	5.80e-56	1	NA
Tub.85-k141_51461_2-1..163	Tub.85	Potential_loser	CAMP-REGULATORY_PROTEIN	1	163	k141_51461_2	aminoglycoside	undefined	0.184314825	50	168	174	5.80e-56	1	NA
Tub.31-k141_781877_1-9..230	Tub.31	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	230	k141_781877_1	aminoglycoside	YP_001439344|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.999999821	52.6	228	224	1.32e-73	1	NA
Tub.10-k141_108636_1-16..210	Tub.10	Potential	MTRA	16	210	k141_108636_1	aminoglycoside	undefined	0.540740039	71.8	195	284	9.83e-99	1	NA
Tub.10-k141_108636_1-16..210	Tub.10	Potential_loser	MTRA	16	210	k141_108636_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.268588485	71.8	195	284	9.83e-99	1	NA
Tub.31-k141_145985_2-26..155	Tub.31	Potential	LEN	26	155	k141_145985_2	aminoglycoside	undefined	0.291407723	54.6	130	130	3.22e-38	1	NA
Tub.31-k141_145985_2-26..155	Tub.31	Potential_loser	LEN	26	155	k141_145985_2	multidrug	undefined	0.245000768	54.6	130	130	3.22e-38	1	NA
Tub.51-k141_46872_4-9..210	Tub.51	Probable	CAMP-REGULATORY_PROTEIN	9	210	k141_46872_4	unclassified	gi:912988429:ref:WP_050336136.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995199311	52.9	208	224	5.30e-75	1	NA
Tub.85-k141_283274_26-1..277	Tub.85	Potential	BACA	1	277	k141_283274_26	peptide	undefined	0.272619957	51.3	279	247	3.02e-82	1	NA
Tub.85-k141_283274_26-1..277	Tub.85	Potential_loser	BACA	1	277	k141_283274_26	multidrug	undefined	0.224894953	51.3	279	247	3.02e-82	1	NA
Tub.51-k141_309563_1-12..210	Tub.51	Probable	CAMP-REGULATORY_PROTEIN	12	210	k141_309563_1	unclassified	gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995309438	52.9	204	224	5.30e-75	1	NA
Tub.85-k141_166814_12-32..386	Tub.85	Probable	MEXE	32	386	k141_166814_12	multidrug	gi:755819877:ref:WP_042584907.1:|FEATURES|mexE|multidrug|mexE	0.868149629	50.7	363	324	1.50e-108	1	NA
Tub.85-k141_166814_12-32..386	Tub.85	Potential_loser	MEXE	32	386	k141_166814_12	aminoglycoside	undefined	0.027426099	50.7	363	324	1.50e-108	1	NA
Tub.34-k141_152680_3-3..126	Tub.34	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	126	k141_152680_3	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.330514232	51.2	127	120	2.56e-35	1	NA
Tub.34-k141_152680_3-3..126	Tub.34	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	126	k141_152680_3	aminoglycoside	undefined	0.293580359	51.2	127	120	2.56e-35	1	NA
Tub.104-k141_96958_9-12..596	Tub.104	Potential	MULTIDRUG_ABC_TRANSPORTER	12	596	k141_96958_9	multidrug	gi:947982677:ref:WP_056642336.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.65958745	50.2	602	541	5.08e-187	1	NA
Tub.104-k141_96958_9-12..596	Tub.104	Potential_loser	MULTIDRUG_ABC_TRANSPORTER	12	596	k141_96958_9	peptide	undefined	0.071400371	50.2	602	541	5.08e-187	1	NA
Tub.105-k141_436022_2-3..319	Tub.105	Potential	OLEC	3	319	k141_436022_2	tetracycline	undefined	0.891338837	51.9	318	301	9.85e-102	1	NA
Tub.105-k141_436022_2-3..319	Tub.105	Potential_loser	OLEC	3	319	k141_436022_2	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.070849668	51.9	318	301	9.85e-102	1	NA
Tub.82-k141_350449_5-6..310	Tub.82	Potential	OLEC	6	310	k141_350449_5	tetracycline	undefined	0.883083062	51	308	289	2.54e-97	1	NA
Tub.82-k141_350449_5-6..310	Tub.82	Potential_loser	OLEC	6	310	k141_350449_5	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.071542096	51	308	289	2.54e-97	1	NA
Tub.82-k141_361627_48-25..591	Tub.82	Probable	MULTIDRUG_ABC_TRANSPORTER	25	591	k141_361627_48	multidrug	gi:664556405:ref:WP_031071225.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.986318398	64.1	569	674	3.67e-240	1	NA
Tub.85-k141_803657_1-4..223	Tub.85	Probable	KDPE	4	223	k141_803657_1	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.973481054	53.2	220	238	4.10e-80	1	NA
Tub.105-k141_66539_1-34..217	Tub.105	Probable	VANR	34	217	k141_66539_1	glycopeptide	gi:938897327:ref:WP_054681472.1:|FEATURES|vanR|glycopeptide|vanR	0.804328029	51.1	184	188	4.41e-61	1	NA
Tub.105-k141_66539_1-34..217	Tub.105	Potential_loser	VANR	34	217	k141_66539_1	peptide	undefined	0.115739449	51.1	184	188	4.41e-61	1	NA
Tub.83-k141_477662_4-22..176	Tub.83	Probable	AAC(6')-I	22	176	k141_477662_4	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.981480053	50.9	165	147	5.69e-46	1	NA
Tub.30-k141_75546_1-25..160	Tub.30	Potential	DFRA3	25	160	k141_75546_1	peptide	undefined	0.298257171	51.5	136	134	1.44e-39	1	NA
Tub.30-k141_75546_1-25..160	Tub.30	Potential_loser	DFRA3	25	160	k141_75546_1	aminoglycoside	undefined	0.191757933	51.5	136	134	1.44e-39	1	NA
Tub.59-k141_570365_6-26..1153	Tub.59	Probable	RPOB2	26	1153	k141_570365_6	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994748404	55.1	1215	1217	0	1	NA
Tub.83-k141_281523_1-15..109	Tub.83	Potential	RBPA	15	109	k141_281523_1	peptide	undefined	0.255903502	54.7	95	102	4.56e-30	1	NA
Tub.83-k141_281523_1-15..109	Tub.83	Potential_loser	RBPA	15	109	k141_281523_1	multidrug	undefined	0.225001738	54.7	95	102	4.56e-30	1	NA
Tub.30-k141_218901_1-154..1053	Tub.30	Probable	MEXF	154	1053	k141_218901_1	multidrug	gi:489327637:ref:WP_003234928.1:|FEATURES|mexF|multidrug|mexF	0.999999266	58.2	906	989	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.18-k141_80231_1-21..150	Tub.18	Probable	AAC(3)-I	21	150	k141_80231_1	aminoglycoside	CAI46944|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999960276	60	130	162	1.20e-52	1	NA
Tub.59-k141_684164_1-1..246	Tub.59	Probable	BACA	1	246	k141_684164_1	bacitracin	YP_970399|FEATURES|bacA|bacitracin|bacA	0.983466211	63.4	246	317	4.56e-110	1	NA
Tub.58-k141_178007_1-33..271	Tub.58	Potential	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	33	271	k141_178007_1	aminoglycoside	A7FMC1|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.402625043	50.2	239	224	1.15e-73	1	NA
Tub.58-k141_178007_1-33..271	Tub.58	Potential_loser	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	33	271	k141_178007_1	peptide	undefined	0.205582819	50.2	239	224	1.15e-73	1	NA
Tub.85-k141_140552_2-1..126	Tub.85	Probable	GOLS	1	126	k141_140552_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	60.3	126	155	8.24e-50	1	NA
Tub.104-k141_446410_2-1..109	Tub.104	Potential	RBPA	1	109	k141_446410_2	peptide	ADV91011.1|FEATURES|RbpA|rifamycin|RbpA	0.259359745	60	110	136	1.90e-43	1	NA
Tub.104-k141_446410_2-1..109	Tub.104	Potential_loser	RBPA	1	109	k141_446410_2	multidrug	ADV91011.1|FEATURES|RbpA|rifamycin|RbpA	0.225691455	60	110	136	1.90e-43	1	NA
Tub.30-k141_31216_9-26..240	Tub.30	Potential	SHV	26	240	k141_31216_9	aminoglycoside	undefined	0.434076105	50.9	216	196	1.47e-62	1	NA
Tub.30-k141_31216_9-26..240	Tub.30	Potential_loser	SHV	26	240	k141_31216_9	peptide	undefined	0.169892304	50.9	216	196	1.47e-62	1	NA
Tub.13-k141_329254_2-4..223	Tub.13	Potential	MTRA	4	223	k141_329254_2	aminoglycoside	undefined	0.482966377	50.4	224	223	3.70e-74	1	NA
Tub.13-k141_329254_2-4..223	Tub.13	Potential_loser	MTRA	4	223	k141_329254_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.274002823	50.4	224	223	3.70e-74	1	NA
Tub.58-k141_452808_1-1..212	Tub.58	Probable	VANR	1	212	k141_452808_1	glycopeptide	gi:974603856:ref:WP_059193686.1:|FEATURES|vanR|glycopeptide|vanR	0.999987854	64.2	212	271	1.31e-93	1	NA
Tub.59-k141_316368_2-26..155	Tub.59	Potential	LEN	26	155	k141_316368_2	aminoglycoside	undefined	0.292385026	50.4	131	117	3.85e-33	1	NA
Tub.59-k141_316368_2-26..155	Tub.59	Potential_loser	LEN	26	155	k141_316368_2	multidrug	undefined	0.238673468	50.4	131	117	3.85e-33	1	NA
Tub.16-k141_347798_1-16..150	Tub.16	Probable	ARR-4	16	150	k141_347798_1	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999556575	59.6	141	170	9.64e-56	1	NA
Tub.10-k141_275916_1-29..174	Tub.10	Probable	AAC(6')-I	29	174	k141_275916_1	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.999668664	53.2	154	160	1.70e-51	1	NA
Tub.12-k141_99658_45-1..1033	Tub.12	Potential	ACRB	1	1033	k141_99658_45	multidrug	gi:446414955:ref:WP_000492810.1:|FEATURES|acrB|multidrug|acrB	0.677644038	57.3	1057	1099	0	1	NA
Tub.12-k141_99658_45-1..1033	Tub.12	Potential_loser	ACRB	1	1033	k141_99658_45	aminoglycoside	undefined	0.29302001	57.3	1057	1099	0	1	NA
Tub.59-k141_357092_16-5..204	Tub.59	Potential	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	5	204	k141_357092_16	peptide	undefined	0.305368736	50	200	193	1.01e-62	1	NA
Tub.59-k141_357092_16-5..204	Tub.59	Potential_loser	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	5	204	k141_357092_16	unclassified	CP000675.2.gene1535.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	0.223800072	50	200	193	1.01e-62	1	NA
Tub.1-k141_196256_1-5..417	Tub.1	Probable	EMRB	5	417	k141_196256_1	multidrug	gi:828164785:ref:WP_047255785.1:|FEATURES|emrB|multidrug|emrB	0.964135437	56.2	413	471	1.01e-164	1	NA
Tub.59-k141_470728_1-1..263	Tub.59	Potential	MEXA	1	263	k141_470728_1	multidrug	gi:552704089:gb:ERZ17546.1:|FEATURES|mexA|multidrug|mexA	0.441709072	50.4	278	236	3.61e-76	1	NA
Tub.59-k141_470728_1-1..263	Tub.59	Potential_loser	MEXA	1	263	k141_470728_1	aminoglycoside	undefined	0.164237046	50.4	278	236	3.61e-76	1	NA
Tub.83-k141_78217_2-2..185	Tub.83	Probable	KDPE	2	185	k141_78217_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.977382408	53.3	184	190	8.74e-62	1	NA
Tub.83-k141_316221_3-3..291	Tub.83	Probable	ACRA	3	291	k141_316221_3	multidrug	gi:524234431:emb:CDA04526.1:|FEATURES|acrA|multidrug|acrA	0.831179974	50.2	291	258	1.68e-84	1	NA
Tub.83-k141_316221_3-3..291	Tub.83	Potential_loser	ACRA	3	291	k141_316221_3	aminoglycoside	undefined	0.102527713	50.2	291	258	1.68e-84	1	NA
Tub.85-k141_609416_1-1..126	Tub.85	Probable	GOLS	1	126	k141_609416_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997492966	57.1	126	151	3.17e-48	1	NA
Tub.26-k141_290142_2-21..163	Tub.26	Potential	CAMP-REGULATORY_PROTEIN	21	163	k141_290142_2	unclassified	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.246574783	50.7	148	152	2.60e-48	1	NA
Tub.26-k141_290142_2-21..163	Tub.26	Potential_loser	CAMP-REGULATORY_PROTEIN	21	163	k141_290142_2	aminoglycoside	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.204377274	50.7	148	152	2.60e-48	1	NA
Tub.1-k141_15726_2-5..224	Tub.1	Probable	KDPE	5	224	k141_15726_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	60.6	221	285	1.78e-98	1	NA
Tub.59-k141_310721_2-17..228	Tub.59	Probable	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	17	228	k141_310721_2	unclassified	CP004022.1.gene3215.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	0.911036844	50.2	213	200	2.26e-65	1	NA
Tub.15-k141_487015_1-1..109	Tub.15	Potential	RBPA	1	109	k141_487015_1	peptide	undefined	0.262039655	66.4	110	142	9.88e-46	1	NA
Tub.15-k141_487015_1-1..109	Tub.15	Potential_loser	RBPA	1	109	k141_487015_1	multidrug	undefined	0.227927567	66.4	110	142	9.88e-46	1	NA
Tub.85-k141_133695_2-1..547	Tub.85	Probable	ROSB	1	547	k141_133695_2	fosmidomycin	gi:1001786599:ref:WP_061324791.1:|FEATURES|rosB|fosmidomycin|rosB	0.999900361	52.7	548	529	1.37e-184	1	NA
Tub.58-k141_532595_2-10..467	Tub.58	Probable	OPRM	10	467	k141_532595_2	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.868393745	50.9	464	373	9.70e-126	1	NA
Tub.58-k141_532595_2-10..467	Tub.58	Potential_loser	OPRM	10	467	k141_532595_2	aminoglycoside	undefined	0.068473977	50.9	464	373	9.70e-126	1	NA
Tub.4-k141_697344_2-1..151	Tub.4	Probable	AAC(3)-I	1	151	k141_697344_2	aminoglycoside	AY463797.7.gene13.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.99995475	52.3	151	144	2.13e-45	1	NA
Tub.105-k141_460425_2-3..150	Tub.105	Probable	AAC(6')-I	3	150	k141_460425_2	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.999615368	58.3	156	165	3.10e-53	1	NA
Tub.15-k141_15835_2-1..127	Tub.15	Probable	GOLS	1	127	k141_15835_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.993845647	51.2	127	125	9.97e-38	1	NA
Tub.82-k141_389149_1-1..126	Tub.82	Probable	GOLS	1	126	k141_389149_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.994897952	54	126	130	2.06e-39	1	NA
Tub.11-k141_153552_18-7..150	Tub.11	Probable	ARR-4	7	150	k141_153552_18	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999505659	58.3	144	184	1.95e-60	1	NA
Tub.88-k141_165561_2-2..157	Tub.88	Potential	TETC	2	157	k141_165561_2	aminoglycoside	undefined	0.374314617	50.3	157	146	9.51e-45	1	NA
Tub.88-k141_165561_2-2..157	Tub.88	Potential_loser	TETC	2	157	k141_165561_2	tetracycline	AY171578.gene.p01|FEATURES|tetC|tetracycline|tetC	0.231229011	50.3	157	146	9.51e-45	1	NA
Tub.26-k141_243660_4-8..211	Tub.26	Probable	VATF	8	211	k141_243660_4	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.985809976	54.9	204	241	1.71e-81	1	NA
Tub.11-k141_295590_14-26..362	Tub.11	Probable	EFRB	26	362	k141_295590_14	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.858829418	50	342	324	4.21e-106	1	NA
Tub.11-k141_295590_14-26..362	Tub.11	Potential_loser	EFRB	26	362	k141_295590_14	aminoglycoside	undefined	0.073815627	50	342	324	4.21e-106	1	NA
Tub.85-k141_210841_2-46..223	Tub.85	Probable	KDPE	46	223	k141_210841_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.929246614	50.6	180	174	1.50e-55	1	NA
Tub.26-k141_686605_1-1..1033	Tub.26	Probable	MEXD	1	1033	k141_686605_1	multidrug	gi:852273548:ref:WP_048328542.1:|FEATURES|mexD|multidrug|mexD	0.959655194	63	1034	1187	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.85-k141_568320_6-3..310	Tub.85	Probable	TETA(48)	3	310	k141_568320_6	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997022787	53.4	309	292	1.61e-98	1	NA
Tub.31-k141_613219_1-67..380	Tub.31	Potential	ROSA	67	380	k141_613219_1	peptide	undefined	0.333650842	59.9	314	385	2.64e-134	1	NA
Tub.31-k141_613219_1-67..380	Tub.31	Potential_loser	ROSA	67	380	k141_613219_1	multidrug	undefined	0.184626252	59.9	314	385	2.64e-134	1	NA
Tub.58-k141_153549_1-11..310	Tub.58	Potential	OPRM	11	310	k141_153549_1	multidrug	gi:573999612:gb:ETU76469.1:|FEATURES|oprM|multidrug|oprM	0.676598136	51.8	303	272	2.38e-90	1	NA
Tub.58-k141_153549_1-11..310	Tub.58	Potential_loser	OPRM	11	310	k141_153549_1	aminoglycoside	undefined	0.144369561	51.8	303	272	2.38e-90	1	NA
Tub.59-k141_365390_15-10..210	Tub.59	Probable	CAMP-REGULATORY_PROTEIN	10	210	k141_365390_15	unclassified	gi:491301754:ref:WP_005159757.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995324031	53.7	201	238	8.21e-80	1	NA
Tub.105-k141_248752_2-16..326	Tub.105	Probable	TETA(48)	16	326	k141_248752_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997268208	57.2	311	342	1.38e-117	1	NA
Tub.82-k141_335291_2-12..904	Tub.82	Potential	MDTB	12	904	k141_335291_2	multidrug	gi:553863833:ref:WP_023138386.1:|FEATURES|mdtB|multidrug|mdtB	0.603277497	56.6	920	939	0	1	NA
Tub.82-k141_335291_2-12..904	Tub.82	Potential_loser	MDTB	12	904	k141_335291_2	aminocoumarin	gi:553863833:ref:WP_023138386.1:|FEATURES|mdtB|multidrug|mdtB	0.386002351	56.6	920	939	0	1	NA
Tub.105-k141_583174_2-46..228	Tub.105	Potential	MTRA	46	228	k141_583174_2	aminoglycoside	undefined	0.530872419	74.3	183	283	1.89e-98	1	NA
Tub.105-k141_583174_2-46..228	Tub.105	Potential_loser	MTRA	46	228	k141_583174_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.269777609	74.3	183	283	1.89e-98	1	NA
Tub.105-k141_289574_3-18..175	Tub.105	Probable	AAC(6')-I	18	175	k141_289574_3	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.99954777	51.8	170	158	3.66e-50	1	NA
Tub.104-k141_24805_1-1..105	Tub.104	Potential	RBPA	1	105	k141_24805_1	peptide	undefined	0.254382179	56.6	106	115	4.59e-34	1	NA
Tub.104-k141_24805_1-1..105	Tub.104	Potential_loser	RBPA	1	105	k141_24805_1	multidrug	undefined	0.224481973	56.6	106	115	4.59e-34	1	NA
Tub.26-k141_229610_5-13..369	Tub.26	Probable	MEXC	13	369	k141_229610_5	multidrug	gi:685953935:ref:WP_031675562.1:|FEATURES|mexC|multidrug|mexC	0.958537464	55.4	359	357	8.22e-122	1	NA
Tub.4-k141_103791_2-54..590	Tub.4	Probable	MULTIDRUG_ABC_TRANSPORTER	54	590	k141_103791_2	multidrug	gi:664556405:ref:WP_031071225.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.998439318	51.7	563	525	4.71e-182	1	NA
Tub.4-k141_457778_2-202..1153	Tub.4	Probable	RPOB2	202	1153	k141_457778_2	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.995364685	57.1	1022	1069	0	1	NA
Tub.34-k141_16159_2-46..224	Tub.34	Probable	KDPE	46	224	k141_16159_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.985128731	56.1	180	207	6.80e-69	1	NA
Tub.94-k141_96174_2-15..174	Tub.94	Probable	AAC(6')-31	15	174	k141_96174_2	aminoglycoside	gi:950228232:ref:WP_057272322.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31	0.999973549	51.6	161	174	5.53e-56	1	NA
Tub.83-k141_231696_1-17..163	Tub.83	Potential	CAMP-REGULATORY_PROTEIN	17	163	k141_231696_1	unclassified	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.349508844	52	152	162	3.56e-52	1	NA
Tub.83-k141_231696_1-17..163	Tub.83	Potential_loser	CAMP-REGULATORY_PROTEIN	17	163	k141_231696_1	aminoglycoside	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.189190754	52	152	162	3.56e-52	1	NA
Tub.31-k141_583118_2-1..1021	Tub.31	Potential	MUXB	1	1021	k141_583118_2	aminocoumarin	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.740168299	70.8	1024	1339	0	1	NA
Tub.31-k141_583118_2-1..1021	Tub.31	Potential_loser	MUXB	1	1021	k141_583118_2	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.236861529	70.8	1024	1339	0	1	NA
Tub.12-k141_397969_1-220..1018	Tub.12	Potential	MDTC	220	1018	k141_397969_1	aminocoumarin	gi:585355533:ref:WP_024237136.1:|FEATURES|mdtC|multidrug|mdtC	0.705783613	53.5	867	803	1.90e-280	1	NA
Tub.12-k141_397969_1-220..1018	Tub.12	Potential_loser	MDTC	220	1018	k141_397969_1	multidrug	gi:585355533:ref:WP_024237136.1:|FEATURES|mdtC|multidrug|mdtC	0.259115045	53.5	867	803	1.90e-280	1	NA
Tub.10-k141_649344_1-1..109	Tub.10	Potential	RBPA	1	109	k141_649344_1	peptide	undefined	0.261108862	60.9	110	142	1.46e-45	1	NA
Tub.10-k141_649344_1-1..109	Tub.10	Potential_loser	RBPA	1	109	k141_649344_1	multidrug	undefined	0.227197068	60.9	110	142	1.46e-45	1	NA
Tub.16-k141_72290_4-1..263	Tub.16	Probable	BACA	1	263	k141_72290_4	bacitracin	YP_932216|FEATURES|bacA|bacitracin|bacA	0.95709007	54.8	263	274	4.14e-93	1	NA
Tub.64-k141_341235_4-1..128	Tub.64	Probable	GOLS	1	128	k141_341235_4	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997253971	56.3	128	150	5.48e-48	1	NA
Tub.59-k141_270792_2-7..1034	Tub.59	Probable	MUXB	7	1034	k141_270792_2	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.987731234	52	1070	977	0	1	NA
Tub.88-k141_306085_2-1..138	Tub.88	Probable	GOLS	1	138	k141_306085_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.994504084	50.7	138	128	2.25e-39	1	NA
Tub.30-k141_316612_4-1..1040	Tub.30	Potential	MUXB	1	1040	k141_316612_4	aminocoumarin	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.639228535	55.2	1041	1041	0	1	NA
Tub.30-k141_316612_4-1..1040	Tub.30	Potential_loser	MUXB	1	1040	k141_316612_4	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.32128669	55.2	1041	1041	0	1	NA
